Cycles,Cores,Benchmark,Spin Frequency,Injection Rate,Average Latency
1000000,64,bit_rotation,1024,0.14000,    13.405593                      
1000000,64,bit_rotation,131072,0.14000,    13.352421                      
1000000,64,bit_rotation,16284,0.14000,    13.355388                      
1000000,64,bit_rotation,2048,0.14000,    13.378901                      
1000000,64,bit_rotation,256,0.14000,    13.566476                      
1000000,64,bit_rotation,32768,0.14000,    13.353743                      
1000000,64,bit_rotation,4096,0.14000,    13.365729                      
1000000,64,bit_rotation,512,0.14000,    13.459494                      
1000000,64,bit_rotation,65536,0.14000,    13.353037                      
1000000,64,bit_rotation,8192,0.14000,    13.358568                      
1000000,64,neighbor,1024,0.14000,     8.533576                      
1000000,64,neighbor,131072,0.14000,     8.499601                      
1000000,64,neighbor,16284,0.14000,     8.501535                      
1000000,64,neighbor,2048,0.14000,     8.516529                      
1000000,64,neighbor,256,0.14000,     8.636380                      
1000000,64,neighbor,32768,0.14000,     8.500414                      
1000000,64,neighbor,4096,0.14000,     8.507956                      
1000000,64,neighbor,512,0.14000,     8.567856                      
1000000,64,neighbor,65536,0.14000,     8.499888                      
1000000,64,neighbor,8192,0.14000,     8.503651                      
1000000,64,tornado,1024,0.14000,    12.899866                      
1000000,64,tornado,131072,0.14000,    12.844065                      
1000000,64,tornado,16284,0.14000,    12.847218                      
1000000,64,tornado,2048,0.14000,    12.871645                      
1000000,64,tornado,256,0.14000,    13.067807                      
1000000,64,tornado,32768,0.14000,    12.845237                      
1000000,64,tornado,4096,0.14000,    12.857741                      
1000000,64,tornado,512,0.14000,    12.956036                      
1000000,64,tornado,65536,0.14000,    12.844422                      
1000000,64,tornado,8192,0.14000,    12.850927                      
1000000,64,transpose,1024,0.14000,    16.418502                      
1000000,64,transpose,131072,0.14000,    16.358955                      
1000000,64,transpose,16284,0.14000,    16.362552                      
1000000,64,transpose,2048,0.14000,    16.388500                      
1000000,64,transpose,256,0.14000,    16.596203                      
1000000,64,transpose,32768,0.14000,    16.361133                      
1000000,64,transpose,4096,0.14000,    16.374123                      
1000000,64,transpose,512,0.14000,    16.477524                      
1000000,64,transpose,65536,0.14000,    16.360089                      
1000000,64,transpose,8192,0.14000,    16.366016                      
1000000,64,uniform_random,1024,0.14000,    16.329381                      
1000000,64,uniform_random,131072,0.14000,    16.257400                      
1000000,64,uniform_random,16284,0.14000,    16.262059                      
1000000,64,uniform_random,2048,0.14000,    16.294068                      
1000000,64,uniform_random,256,0.14000,    16.547358                      
1000000,64,uniform_random,32768,0.14000,    16.259791                      
1000000,64,uniform_random,4096,0.14000,    16.275185                      
1000000,64,uniform_random,512,0.14000,    16.402018                      
1000000,64,uniform_random,65536,0.14000,    16.258303                      
1000000,64,uniform_random,8192,0.14000,    16.266558                      
